metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,14.100051,0.019693,0.006305,1.643832
ants_advance,716,3826.785825,5.344673,3.660044,14.057008
evaporation,716,72.962770,0.101903,0.062285,0.312897
update,716,1.371686,0.001916,0.001250,0.017760
advance_total,716,3896.223473,5.441653,3.737453,14.201257
render,716,17770.132281,24.818621,6.828274,61.730653
blit,716,6028.637705,8.419885,0.466083,16.870694
iteration_total,716,31990.478160,44.679439,29.403319,79.353266
mpi_halo_exchange,716,226.652523,0.316554,0.264897,2.290277
mpi_migration,716,462.324610,0.645705,0.036583,4.468318
mpi_food_allreduce,716,1.556387,0.002174,0.001050,0.026121
mpi_render_comm,716,4007.029121,5.596409,4.501968,9.716032
mpi_total_comm,716,4596.479081,6.419664,4.922792,11.730401

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,4
first_food_iteration,706
