metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,894.596745,0.554273,0.377345,11.809860
evaporation,1614,136.037919,0.084286,0.040726,9.910619
update,1614,4.745807,0.002940,0.001382,0.148308
advance_total,1614,991.189137,0.614120,0.423099,12.779841
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,1145.831201,0.709933,0.470011,23.131865
mpi_halo_exchange,1614,31.763626,0.019680,0.010379,2.037201
mpi_migration,1614,561.132969,0.347666,0.120582,11.399310
mpi_food_allreduce,1614,83.327548,0.051628,0.004765,10.608861
mpi_render_comm,1614,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1614,659.328902,0.408506,0.149222,21.948370

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
