metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,731.428624,0.284381,0.196478,7.584800
evaporation,2572,202.726931,0.078821,0.038822,5.939078
update,2572,5.610968,0.002182,0.001329,0.068640
advance_total,2572,889.990589,0.346031,0.247375,9.063274
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1097.013323,0.426522,0.281171,18.081515
mpi_halo_exchange,2572,46.749096,0.018176,0.008029,2.983636
mpi_migration,2572,377.989749,0.146963,0.022412,11.186776
mpi_food_allreduce,2572,115.222830,0.044799,0.001023,8.058020
mpi_render_comm,2572,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,2572,495.153725,0.192517,0.043374,12.837683

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
