metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,14.860317,0.020755,0.006736,0.928899
ants_advance,716,9594.564624,13.400230,9.340793,39.578510
evaporation,716,66.519630,0.092905,0.047501,0.277003
update,716,1.689878,0.002360,0.001060,0.118530
advance_total,716,9645.830605,13.471830,9.396683,39.863910
render,716,23184.206768,32.380177,14.372692,97.099594
blit,716,6022.415204,8.411194,0.450156,16.880709
iteration_total,716,44783.473698,62.546751,44.754670,141.434055
mpi_halo_exchange,716,198.259673,0.276899,0.200828,1.145590
mpi_migration,716,3326.097118,4.645387,0.291369,24.318914
mpi_food_allreduce,716,2.015746,0.002815,0.001343,0.085472
mpi_render_comm,716,5579.360478,7.792403,6.221851,14.877513
mpi_total_comm,716,7622.109978,10.645405,6.778593,31.199249

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,20
first_food_iteration,706
