metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,12.459101,0.017401,0.005820,0.966750
ants_advance,716,2635.656272,3.681084,2.732108,6.638943
evaporation,716,51.941015,0.072543,0.043127,0.255703
update,716,1.008199,0.001408,0.000874,0.032417
advance_total,716,2683.790313,3.748310,2.787993,6.707780
render,716,15682.498534,21.902931,5.339890,63.365358
blit,716,6860.163334,9.581234,0.385074,16.782550
iteration_total,716,29136.157579,40.692958,29.401096,78.510278
mpi_halo_exchange,716,173.877121,0.242845,0.205352,1.228509
mpi_migration,716,638.841206,0.892236,0.099250,2.863376
mpi_food_allreduce,716,1.475211,0.002060,0.001079,0.014816
mpi_render_comm,716,3659.314620,5.110775,4.100329,8.484812
mpi_total_comm,716,4225.053758,5.900913,4.463139,9.517462

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,4
first_food_iteration,706
