metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,14.053653,0.019628,0.006207,1.571513
ants_advance,716,2386.479769,3.333072,1.960458,7.516955
evaporation,716,48.495556,0.067731,0.033419,0.230512
update,716,0.957587,0.001337,0.000752,0.045477
advance_total,716,2431.574799,3.396054,2.005216,7.600396
render,716,16562.176228,23.131531,5.089965,79.289883
blit,716,6848.817186,9.565387,0.382922,17.113437
iteration_total,716,29978.342363,41.869193,29.629983,93.596094
mpi_halo_exchange,716,158.987062,0.222049,0.153692,1.738793
mpi_migration,716,1014.383887,1.416737,0.078570,5.195601
mpi_food_allreduce,716,1.656993,0.002314,0.001240,0.026038
mpi_render_comm,716,3899.213441,5.445829,4.164471,10.775943
mpi_total_comm,716,4783.937236,6.681477,4.570647,15.489228

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,4
first_food_iteration,706
