metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,14440.130738,13.674366,7.403333,42.019760
evaporation,1056,9517.117932,9.012422,4.512672,20.153611
update,1056,12.847131,0.012166,0.001788,0.432948
advance_total,1056,22789.955490,21.581397,12.674490,54.097072
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,28274.794029,26.775373,14.899620,77.883700
mpi_halo_exchange,1056,718.782238,0.680665,0.023203,17.704427
mpi_migration,1056,10199.007736,9.658151,0.091287,42.067008
mpi_food_allreduce,1056,6155.937852,5.829487,0.006058,19.967377
mpi_render_comm,1056,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1056,14874.119673,14.085341,0.171152,54.548538

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
