metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,1817.325169,1.125976,0.691396,6.165078
evaporation,1614,277.023877,0.171638,0.106675,1.036935
update,1614,16.177586,0.010023,0.002203,0.147591
advance_total,1614,2087.192887,1.293180,0.809363,6.632942
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,2207.301196,1.367597,0.848647,7.010918
mpi_halo_exchange,1614,36.790659,0.022795,0.010844,0.322185
mpi_migration,1614,420.076954,0.260271,0.009703,5.390777
mpi_food_allreduce,1614,40.278195,0.024956,0.001448,1.125030
mpi_render_comm,1614,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1614,478.023802,0.296173,0.029388,5.422369

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
