metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,6378.505386,7.416867,5.147932,35.954225
evaporation,860,127.073062,0.147759,0.103424,0.795112
update,860,6.353885,0.007388,0.004580,0.095047
advance_total,860,6511.932333,7.572014,5.276505,36.158001
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,6563.981352,7.632536,5.295840,36.221514
mpi_halo_exchange,860,11.765393,0.013681,0.008960,0.147897
mpi_migration,860,0.000000,0.000000,0.000000,0.000000
mpi_food_allreduce,860,1.319330,0.001534,0.000600,0.102302
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,13.084723,0.015215,0.009801,0.148891

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
