metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,722.222923,0.280802,0.158071,6.525200
evaporation,2572,238.680124,0.092799,0.039589,7.592801
update,2572,6.211843,0.002415,0.001426,0.075014
advance_total,2572,895.786034,0.348284,0.206226,7.928771
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1106.878096,0.430357,0.240731,14.289568
mpi_halo_exchange,2572,50.601919,0.019674,0.007396,3.294671
mpi_migration,2572,451.618978,0.175591,0.031898,7.118684
mpi_food_allreduce,2572,137.521214,0.053469,0.004491,5.747365
mpi_render_comm,2572,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,2572,605.362746,0.235367,0.060863,8.990042

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
