metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2022,48.004429,0.023741,0.005851,1.226675
ants_advance,2022,2344.982595,1.159734,0.747414,5.940865
evaporation,2022,241.072528,0.119225,0.061334,0.599755
update,2022,4.580941,0.002266,0.001202,0.070253
advance_total,2022,2567.068918,1.269569,0.825135,6.388413
render,2022,24980.026493,12.354118,3.552167,55.419000
blit,2022,27808.639558,13.753036,0.263599,16.890276
iteration_total,2022,66788.123504,33.030724,15.897333,94.901374
mpi_halo_exchange,2022,666.724503,0.329735,0.231115,1.818708
mpi_migration,2022,562.784616,0.278331,0.013035,4.494461
mpi_food_allreduce,2022,4.444464,0.002198,0.000759,0.036808
mpi_render_comm,2022,10657.196560,5.270621,3.747213,23.119639
mpi_total_comm,2022,11685.819353,5.779337,4.129724,23.769381

meta_key,meta_value
total_iterations,2022
measured_iterations,2022
final_food_quantity,1
first_food_iteration,2012
