metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,8866.003512,8.395837,4.064586,27.948077
evaporation,1056,5608.711347,5.311280,0.352962,12.989578
update,1056,15.090093,0.014290,0.001875,3.938382
advance_total,1056,11720.698267,11.099146,4.132024,34.512021
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,15889.435435,15.046814,7.366890,48.908057
mpi_halo_exchange,1056,166.876372,0.158027,0.017059,6.989413
mpi_migration,1056,8477.980565,8.028391,3.056110,31.681738
mpi_food_allreduce,1056,4991.108084,4.726428,0.002362,15.123737
mpi_render_comm,1056,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1056,11356.717160,10.754467,3.101209,38.953911

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
