metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,14.625909,0.020427,0.006685,2.153804
ants_advance,716,2597.893167,3.628342,2.636478,5.012165
evaporation,716,34.046974,0.047552,0.028507,0.331347
update,716,1.179169,0.001647,0.000514,0.025718
advance_total,716,2623.248947,3.663756,2.674773,5.041909
render,716,27367.696277,38.223039,9.210284,124.375595
blit,716,6121.008472,8.548895,0.491351,16.866604
iteration_total,716,41284.269348,57.659594,29.355003,139.411411
mpi_halo_exchange,716,154.322100,0.215534,0.134266,2.278370
mpi_migration,716,1757.794137,2.455020,1.047838,5.169697
mpi_food_allreduce,716,1.955368,0.002731,0.001330,0.036343
mpi_render_comm,716,4913.443846,6.862352,4.053708,12.789279
mpi_total_comm,716,5570.227321,7.779647,4.320172,13.071568

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,10
first_food_iteration,706
