metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,5833.473301,6.783108,4.883167,14.940517
evaporation,860,60.514521,0.070366,0.043179,1.897121
update,860,4.765022,0.005541,0.001640,0.140491
advance_total,860,5879.620838,6.836768,4.936149,14.986926
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,6287.810815,7.311408,5.248302,18.547896
mpi_halo_exchange,860,31.602889,0.036748,0.019679,2.056673
mpi_migration,860,3152.660222,3.665884,1.042182,12.177140
mpi_food_allreduce,860,110.510477,0.128501,0.005097,0.810807
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,3251.118579,3.780370,1.220161,12.431463

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
