metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,5215.511879,6.064549,1.386732,18.244086
evaporation,860,3196.658430,3.717045,1.034005,11.254694
update,860,11.331177,0.013176,0.002029,4.032352
advance_total,860,6358.023711,7.393051,3.032241,25.609083
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,9868.294959,11.474762,6.196058,38.113637
mpi_halo_exchange,860,196.723610,0.228748,0.016082,7.001399
mpi_migration,860,5029.864071,5.848679,2.051666,19.658402
mpi_food_allreduce,860,3433.864984,3.992866,0.006830,15.108525
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,8192.807632,9.526521,3.367197,33.257009

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
