iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
1,0,0.840127,2.422312,0.060440,0.001247,2.455864,27.734950,15.889362,52.643939,0.892809,2.389305,0.001710,5.589748,7.455443
2,0,0.024772,2.082209,0.082140,0.002447,2.123759,10.965473,7.243835,30.527583,0.220556,1.038131,0.002809,9.777901,10.083412
3,0,0.022067,2.326271,0.052355,0.002295,2.372378,14.296669,4.134541,31.037115,0.228496,1.681122,0.002058,9.811468,10.423600
4,0,0.024613,2.729380,0.062972,0.001836,2.778484,9.300333,10.001362,30.690680,0.227379,2.235150,0.002293,8.234590,8.818586
5,0,0.022969,2.261258,0.044416,0.001592,2.289050,10.135370,13.074956,31.379706,0.157780,1.684570,0.002304,5.650712,6.756062
6,0,0.021956,2.248137,0.035900,0.000933,2.284155,8.630857,14.776103,31.392822,0.168644,1.544090,0.002439,5.460718,6.997145
7,0,0.021689,2.376934,0.048473,0.002106,2.413793,9.736107,10.702665,30.222896,0.194883,1.709151,0.002063,7.079239,7.267439
8,0,0.019239,2.663293,0.051922,0.001690,2.693876,9.418804,8.049773,31.188411,0.212062,2.091827,0.003072,10.706465,11.299265
9,0,0.021135,2.810671,0.055040,0.001402,2.858465,10.255579,6.946278,31.336274,0.335489,2.203068,0.002912,10.846869,11.077171
10,0,0.018246,2.176542,0.044961,0.001317,2.211339,8.266832,10.936484,30.887598,0.195338,1.282850,0.002308,9.157662,9.609819
11,0,0.018317,2.596063,0.056623,0.000957,2.640470,7.156351,15.707255,31.461895,0.230303,1.833519,0.002539,5.636736,7.319574
12,0,0.022411,2.246125,0.041958,0.001025,2.282972,14.281306,2.946325,28.964380,0.221790,1.489486,0.002034,9.162022,9.704354
13,0,0.014524,2.263535,0.037661,0.000996,2.298156,8.743847,11.666991,31.337934,0.194605,1.743918,0.002685,8.322876,9.495226
14,0,0.022312,2.547129,0.038185,0.003681,2.580166,14.385094,5.890420,30.776143,0.208045,1.838656,0.002737,7.574555,8.232284
15,0,0.014038,2.589037,0.034953,0.001479,2.618273,13.491013,9.734379,31.725474,0.155833,1.849314,0.002004,5.592969,7.263061
16,0,0.019687,2.703378,0.060924,0.001044,2.730977,11.986201,9.056693,30.910427,0.221026,2.231238,0.002622,6.641803,8.386371
17,0,0.024258,2.167631,0.044746,0.001410,2.209761,13.832737,5.764905,30.844632,0.307357,1.498845,0.002366,8.575160,10.242392
18,0,0.020824,2.614570,0.049434,0.000858,2.651959,9.071637,11.713085,30.587488,0.228471,1.930104,0.002526,6.790882,8.167933
19,0,0.020570,2.640333,0.049340,0.001627,2.678594,7.697164,14.668671,31.308522,0.219234,1.869345,0.002763,5.974039,7.790282
20,0,0.017990,2.175417,0.044805,0.001068,2.215987,8.480913,14.568182,31.177038,0.195500,1.360534,0.002488,5.638507,6.391197
21,0,0.021834,2.317342,0.054030,0.001506,2.363956,8.247347,13.666891,30.911995,0.196025,1.739852,0.002306,6.266593,7.611722
22,0,0.020923,2.526943,0.045693,0.001279,2.561961,8.994221,10.635417,31.293115,0.200540,1.991202,0.002355,8.787597,9.279736
23,0,0.017169,2.602132,0.046981,0.000716,2.628123,8.086707,13.750952,30.622133,0.219002,2.007260,0.002405,5.831698,7.463961
24,0,0.019637,2.372174,0.044570,0.001477,2.416814,9.103336,8.715286,30.846353,0.203729,1.842976,0.002042,10.309023,10.789492
25,0,0.021246,2.281893,0.063059,0.001279,2.321781,14.951789,3.976979,31.131933,0.195275,1.707334,0.002335,9.572985,9.953368
26,0,0.015118,2.102043,0.042497,0.001481,2.142571,8.495750,10.128338,31.316338,0.179433,1.348415,0.002523,10.240230,10.604337
27,0,0.016689,2.470329,0.042114,0.001415,2.507678,13.662236,8.746695,30.702813,0.215896,1.707294,0.002545,5.527114,7.166485
28,0,0.021522,2.141375,0.041962,0.001832,2.176561,15.360625,6.628517,31.953182,0.232376,1.714672,0.008359,7.449540,8.887460
29,0,0.019136,1.908464,0.042388,0.001426,1.941107,11.001231,12.017311,30.785277,0.175212,1.030733,0.002234,5.455351,6.148623
30,0,0.018129,2.192497,0.049988,0.001238,2.232128,11.389819,9.712421,31.634944,0.211140,1.561843,0.002052,7.983429,9.627235
31,0,0.022130,2.580876,0.047320,0.001342,2.619205,12.741390,5.696201,30.328953,0.209743,2.012728,0.002299,8.961861,9.364013
32,0,0.018288,2.527180,0.050432,0.001647,2.559012,7.329820,13.643223,31.109307,0.192793,1.816928,0.001862,7.258786,7.639644
33,0,0.021006,2.451518,0.046367,0.001544,2.490119,7.674034,12.991557,31.304205,0.197137,1.932304,0.001839,7.879615,8.207571
34,0,0.016719,2.147427,0.040933,0.000831,2.180638,8.426273,13.959209,30.972912,0.207605,1.505413,0.002611,6.094392,7.648996
35,0,0.019020,2.276143,0.049253,0.001045,2.318955,13.505490,6.777130,30.558415,0.218337,1.666610,0.002435,7.576668,8.093043
36,0,0.016896,2.518399,0.043121,0.000578,2.548041,8.964639,14.014929,31.185729,0.187528,1.913945,0.011045,5.396921,7.211642
37,0,0.019716,2.475145,0.034278,0.001089,2.507011,11.661424,9.036670,30.774304,0.226498,1.826440,0.002171,7.299619,8.644763
38,0,0.021518,2.563416,0.046176,0.001202,2.605293,11.809242,6.008670,31.473125,0.226736,2.004490,0.002780,10.696023,11.187353
39,0,0.018348,2.407708,0.049249,0.001495,2.442733,13.813301,6.099182,31.175589,0.203877,1.850125,0.002373,8.537194,8.940967
40,0,0.016080,2.429711,0.061987,0.001681,2.462064,12.298120,6.598348,30.510257,0.191759,1.679311,0.002156,8.871369,9.146712
41,0,0.012696,2.447897,0.037073,0.001018,2.471492,14.975702,5.954751,30.922577,0.170077,1.747180,0.003161,7.255431,8.799545
42,0,0.015414,2.091595,0.047324,0.001256,2.136652,12.169316,5.553814,30.919385,0.192605,1.465354,0.004369,10.773534,11.085723
43,0,0.018964,2.450892,0.037905,0.001200,2.478416,8.064067,14.927036,31.213161,0.376004,1.724206,0.002312,5.366861,5.708591
44,0,0.027193,2.292867,0.059173,0.001280,2.326922,14.089840,2.742347,29.940774,0.362493,1.741386,0.002403,10.323011,10.960636
