metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,17.380364,0.024274,0.006890,5.291355
ants_advance,716,2905.221499,4.057572,2.777828,5.189633
evaporation,716,37.822704,0.052825,0.028032,0.946713
update,716,1.114245,0.001556,0.000552,0.026647
advance_total,716,2934.479656,4.098435,2.797453,5.241332
render,716,25580.293884,35.726667,8.739846,121.804530
blit,716,6029.614319,8.421249,0.454696,16.964372
iteration_total,716,39513.608898,55.186605,29.972713,140.614282
mpi_halo_exchange,716,147.146545,0.205512,0.130128,5.368770
mpi_migration,716,2096.427914,2.927972,1.351159,7.915388
mpi_food_allreduce,716,1.763994,0.002464,0.001349,0.021805
mpi_render_comm,716,4717.459623,6.588631,4.180700,12.076899
mpi_total_comm,716,5765.231532,8.051999,4.886099,14.586714

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,10
first_food_iteration,706
