metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2022,39.557009,0.019563,0.007197,1.030193
ants_advance,2022,1131.276137,0.559484,0.253717,1.485283
evaporation,2022,114.413879,0.056585,0.019893,0.332970
update,2022,3.088388,0.001527,0.000577,0.108078
advance_total,2022,1240.507196,0.613505,0.277332,1.523271
render,2022,24321.026319,12.028203,3.424743,36.175077
blit,2022,26466.987915,13.089509,0.533969,16.927492
iteration_total,2022,63697.229458,31.502092,15.858184,49.742123
mpi_halo_exchange,2022,418.351652,0.206900,0.113712,1.351734
mpi_migration,2022,756.376527,0.374073,0.040288,1.482312
mpi_food_allreduce,2022,4.563028,0.002257,0.000899,0.073080
mpi_render_comm,2022,11166.320682,5.522414,3.054687,21.656334
mpi_total_comm,2022,11973.739228,5.921731,3.286133,21.937975

meta_key,meta_value
total_iterations,2022
measured_iterations,2022
final_food_quantity,1
first_food_iteration,2012
