iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
1,0,0.905833,8.817090,1.664347,0.002973,8.868859,31.954086,15.587521,76.835346,1.021795,7.657279,0.003351,18.542513,24.813431
2,0,0.020189,2.516149,0.064496,0.041655,2.565741,8.283388,10.042134,30.485490,0.240237,1.044232,0.003083,9.197896,9.514487
3,0,0.019250,2.499430,0.075311,0.002370,2.576328,9.661166,11.021101,30.575361,0.203227,0.655145,0.002801,7.005808,7.438071
4,0,0.020488,3.428412,0.077422,0.002263,3.487778,7.370358,13.287115,31.404931,0.211381,2.294950,0.002546,6.854787,7.092587
5,0,0.021735,2.971278,0.104661,0.006362,3.033530,7.336479,12.972062,30.465373,0.195280,2.062927,0.002261,6.778610,7.832671
6,0,0.020272,3.277861,0.069391,0.005887,3.349189,8.751846,9.562784,30.792904,0.192897,2.366769,0.002160,8.745125,11.252429
7,0,0.016011,2.807545,0.054363,0.002813,2.862977,11.842956,8.031482,29.852136,0.237357,1.962919,0.003204,6.791514,8.863524
8,0,0.017742,2.996236,0.064708,0.004046,3.064990,9.816685,11.091598,30.757793,0.203827,1.905401,0.003026,6.486454,8.530874
9,0,0.022161,2.915128,0.063243,0.005322,2.976862,17.314080,0.496635,30.366928,0.253487,0.986710,0.002847,9.156980,10.026597
10,0,0.009535,3.409816,0.075421,0.005619,3.464431,10.296416,7.921416,31.662476,0.301088,2.575646,0.002720,9.520853,10.778783
11,0,0.016855,3.143924,0.068276,0.002527,3.204731,10.614039,8.714381,30.489718,0.194239,1.593618,0.002910,7.373076,9.130529
12,0,0.021396,2.996538,0.069261,0.002462,3.061084,8.246676,10.629238,30.858739,0.240853,1.414831,0.002840,8.573971,9.607098
13,0,0.018045,3.105776,0.068441,0.005672,3.179592,5.842820,13.566008,30.693278,0.191500,2.271937,0.002488,7.569148,9.964193
14,0,0.019419,3.148793,0.193275,0.009742,3.213310,8.921350,11.621070,31.024502,0.175996,2.261822,0.002432,6.810725,8.637302
15,0,0.018939,3.480489,0.091466,0.002633,3.574588,6.071568,12.563671,30.137723,0.178612,2.361625,0.002371,7.595975,8.084615
16,0,0.028986,2.277837,0.057231,0.002235,2.331516,8.379372,13.602891,30.654138,0.203955,1.107094,0.002954,6.019104,6.897105
17,0,0.018499,2.789247,0.052148,0.002338,2.840664,7.873242,13.876589,31.162341,0.194049,1.586539,0.003281,6.270270,7.653011
18,0,0.018635,2.424970,0.061836,0.003350,2.474288,7.820626,10.746471,30.166048,0.237465,0.980365,0.003804,8.826311,9.562633
19,0,0.020352,2.705578,0.059524,0.002472,2.753628,7.856917,14.569254,31.085204,0.201074,1.425299,0.002497,5.578088,7.113621
20,0,0.018110,3.104797,0.061904,0.002832,3.160388,7.854471,13.563313,30.802443,0.203604,1.809467,0.002415,5.921475,7.512893
21,0,0.017315,2.423571,0.053557,0.003340,2.475448,5.436920,15.909197,30.086869,0.232151,1.782427,0.001900,5.938623,7.851375
22,0,0.017335,2.432080,0.057301,0.004110,2.481563,9.855441,12.579854,31.281675,0.196984,1.431578,0.002248,6.086206,7.560055
23,0,0.019050,3.108554,0.053956,0.004922,3.161452,7.159541,12.057890,29.263876,0.185936,2.323154,0.002298,6.616058,8.936438
24,0,0.020259,3.154025,0.086934,0.002630,3.215658,7.316607,9.568801,30.827176,0.361852,2.067015,0.003020,10.343357,11.745781
25,0,0.024328,3.335792,0.055702,0.004066,3.390340,8.256165,13.077933,30.458343,0.234832,1.769300,0.002572,5.407617,7.039483
26,0,0.022557,3.245838,0.058854,0.013293,3.310430,7.019533,12.021523,31.339934,0.323109,1.917858,0.002352,8.695564,9.916104
27,0,0.021629,2.337392,0.047582,0.002375,2.370252,7.021198,10.865538,29.837369,0.291633,0.565396,0.002561,9.218124,9.854918
28,0,0.014735,2.968494,0.049814,0.002402,3.020691,6.057229,1.957564,16.722524,0.188092,1.745596,0.002233,5.412662,6.957120
29,0,0.011990,2.620896,0.062683,0.002581,2.685252,5.813831,14.817094,31.313275,0.192969,1.570793,0.002141,7.669912,7.939698
30,0,0.017892,2.784258,0.063480,0.003009,2.849660,6.969555,14.011492,30.419370,0.173643,1.907876,0.002839,6.141246,7.561338
31,0,0.019304,3.139200,0.057378,0.002672,3.198297,8.424918,11.926751,30.560918,0.187739,1.862800,0.002361,6.687456,8.436826
32,0,0.018181,2.404244,0.051010,0.002811,2.445165,8.899645,13.649421,30.760063,0.210237,1.209316,0.002511,5.448115,6.458819
33,0,0.019074,2.937998,0.081225,0.006734,2.969005,10.916317,9.900831,30.390031,0.194063,1.948362,0.002519,6.025618,8.082516
34,0,0.016947,2.348176,0.061087,0.002994,2.393501,8.157401,14.562937,30.797041,0.196544,1.532753,0.002499,5.414632,7.063180
35,0,0.031044,2.515461,0.070646,0.002642,2.562460,9.695448,11.244125,30.578752,0.221828,1.189291,0.002583,6.728923,7.896573
36,0,0.030352,2.948731,0.063930,0.002329,3.007899,7.893314,11.589528,30.372241,0.196058,1.114128,0.002708,7.532840,8.799897
37,0,0.023787,2.654992,0.068080,0.029654,2.717803,10.412585,10.965538,30.970751,0.293436,1.008667,0.003200,6.574121,6.959836
38,0,0.018581,3.229555,0.065211,0.002160,3.291152,5.742685,16.573732,31.138189,0.201124,2.417044,0.002127,5.212458,7.057139
39,0,0.017987,3.163198,0.056806,0.002480,3.221336,6.272722,14.556654,30.817818,0.190422,2.048570,0.001929,6.425505,8.200644
40,0,0.018342,3.447289,0.078551,0.006129,3.499861,8.157463,11.879210,30.646898,0.195757,2.124545,0.002081,6.746246,8.776728
41,0,0.014826,2.475092,0.056854,0.003287,2.523623,6.463912,12.843200,30.719785,0.165051,1.595430,0.002803,8.658338,9.161289
42,0,0.016739,2.737055,0.055809,0.002477,2.794043,8.625565,13.664972,30.724793,0.170429,1.957919,0.002567,5.403427,6.688032
43,0,0.018635,2.913713,0.050798,0.002212,2.966062,10.250735,11.617169,30.777470,0.234710,1.818847,0.003421,5.573709,6.843060
