metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,12.426955,0.017356,0.006163,1.003837
ants_advance,716,3927.738620,5.485668,3.059392,9.447405
evaporation,716,44.738320,0.062484,0.030328,0.235282
update,716,1.055223,0.001474,0.000687,0.024070
advance_total,716,3965.364945,5.538219,3.100064,9.524547
render,716,21732.929184,30.353253,8.744074,91.944023
blit,716,6233.089944,8.705433,0.399832,17.078794
iteration_total,716,36597.796210,51.114241,29.560687,109.759316
mpi_halo_exchange,716,149.296513,0.208515,0.128831,1.150903
mpi_migration,716,2125.396340,2.968431,0.476002,6.477357
mpi_food_allreduce,716,1.595017,0.002228,0.001346,0.011972
mpi_render_comm,716,4388.644727,6.129392,4.039211,12.322715
mpi_total_comm,716,5178.677926,7.232790,4.320287,12.631147

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,10
first_food_iteration,706
