metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,849,16.827951,0.019821,0.006894,0.387365
ants_advance,849,928.552041,1.093701,0.813620,1.529085
evaporation,849,40.115989,0.047251,0.025143,0.199572
update,849,1.250476,0.001473,0.000514,0.026578
advance_total,849,961.745385,1.132798,0.841325,1.572259
render,849,21824.107981,25.705663,4.900389,85.013532
blit,849,8344.859738,9.829046,0.506211,16.760263
iteration_total,849,37513.321922,44.185303,16.611473,108.383111
mpi_halo_exchange,849,161.483989,0.190205,0.109745,1.065440
mpi_migration,849,696.594340,0.820488,0.431198,1.554073
mpi_food_allreduce,849,2.196223,0.002587,0.001179,0.040415
mpi_render_comm,849,6138.991801,7.230850,4.177126,12.088085
mpi_total_comm,849,6593.686882,7.766416,4.860473,12.426964

meta_key,meta_value
total_iterations,849
measured_iterations,849
final_food_quantity,1
first_food_iteration,839
