iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
1,0,1.324755,3.285701,0.029725,0.000701,3.306654,35.729607,16.129222,64.674495,1.402067,1.960596,0.002103,8.144631,9.102976
2,0,0.023428,5.229145,0.050573,0.001239,5.275351,16.282296,13.963749,45.797723,0.199422,3.826167,0.002359,9.878262,10.142116
3,0,0.022751,3.917201,0.047950,0.001007,3.953891,15.116640,2.849786,30.628887,0.208909,2.838517,0.002262,8.234628,8.604900
4,0,0.017710,5.540754,0.066520,0.001966,5.597552,10.163943,8.735257,31.756039,0.210990,4.050524,0.002399,6.624101,8.852590
5,0,0.018707,5.084777,0.045311,0.000906,5.129339,11.482985,7.152510,30.726057,0.211243,3.375222,0.002080,6.211470,9.627021
6,0,0.020440,5.570765,0.055949,0.001339,5.616240,10.040581,9.074555,31.638410,0.201647,4.112898,0.002562,6.397189,7.906080
7,0,0.016595,5.633136,0.103383,0.002912,5.699070,8.943094,10.739185,30.537038,0.216334,4.574653,0.002385,4.758876,9.431835
8,0,0.023104,5.478224,0.045942,0.001188,5.517013,15.683097,13.146570,47.142957,0.163342,4.524623,0.003642,11.722208,13.609806
9,0,0.018956,5.518813,0.049638,0.001192,5.562962,9.639936,7.679986,30.378151,0.137833,4.300780,0.002326,7.059727,10.030822
10,0,0.016801,5.519260,0.040965,0.001046,5.554763,10.089171,11.097654,31.739950,0.198940,4.146143,0.003987,4.649889,7.853266
11,0,0.025201,4.177443,0.051692,0.001558,4.206860,16.459133,16.220699,45.982450,0.248532,2.555429,0.002992,8.799799,9.057645
12,0,0.021974,4.215652,0.051691,0.000927,4.268205,9.033453,11.068812,31.123538,0.231487,2.991722,0.001830,5.913636,8.943561
13,0,0.017544,5.245212,0.060799,0.001367,5.299371,8.941204,9.847188,30.962064,0.158851,3.754780,0.002395,6.562841,9.664796
14,0,0.019882,5.413408,0.046991,0.002143,5.449811,12.947535,5.765561,30.896462,0.165449,4.428585,0.002397,6.089075,8.889879
15,0,0.016137,5.750100,0.047489,0.001094,5.791843,11.628694,8.500452,30.968533,0.238484,4.373060,0.001976,4.660585,6.382852
16,0,0.019714,5.311848,0.062362,0.001921,5.357990,17.000392,13.772559,45.673985,0.189626,3.772901,0.002755,9.105961,10.183427
17,0,0.021991,5.772852,0.045245,0.001117,5.811166,16.127005,15.947534,47.087166,0.147822,4.532178,0.003173,8.941462,11.126039
18,0,0.019501,5.392434,0.050394,0.001383,5.434208,10.688942,8.803249,30.314822,0.175756,4.194963,0.002433,4.917289,8.084600
19,0,0.022268,5.522875,0.061529,0.001972,5.574351,14.315482,4.840172,31.356885,0.229477,4.627269,0.002474,6.091837,8.410891
20,0,0.019126,5.503222,0.064025,0.001438,5.559042,10.781093,5.651271,30.659320,0.257895,4.589843,0.002419,8.247291,10.163659
21,0,0.026853,5.453365,0.061913,0.001523,5.502770,18.312649,13.002265,47.076862,0.300307,4.535950,0.002755,9.521105,11.599721
22,0,0.019605,5.306555,0.049228,0.001340,5.347032,9.896802,11.072675,31.550736,0.148402,4.269900,0.002002,4.906435,9.159284
23,0,0.029705,5.206469,0.068387,0.001392,5.238926,9.873489,8.149577,30.875392,0.189019,4.210095,0.001958,7.290319,9.036489
24,0,0.018616,5.265809,0.046717,0.001927,5.310142,13.947970,6.189505,30.595145,0.161380,4.311004,0.002756,4.843544,9.071344
25,0,0.023430,4.759145,0.048976,0.001342,4.806871,14.901878,2.898924,32.226061,0.186916,3.676217,0.003288,9.221469,10.466480
26,0,0.009680,5.246989,0.046424,0.001379,5.280611,15.657217,4.040087,30.558250,0.161731,4.345687,0.002294,5.200864,9.446784
27,0,0.016107,5.405844,0.040989,0.000984,5.437888,16.297128,13.678112,47.606077,0.157306,4.390659,0.002636,11.352338,13.190753
28,0,0.019111,5.301111,0.054253,0.001477,5.331593,16.386497,15.093118,45.783022,0.178441,4.336976,0.003500,8.595749,12.922961
29,0,0.019520,5.264490,0.047788,0.001320,5.304191,10.179570,11.347177,31.670012,0.170905,4.043589,0.002461,4.533340,8.328803
30,0,0.016505,5.351639,0.050309,0.001265,5.392667,10.607326,9.233579,30.687876,0.179100,3.940276,0.002088,5.031361,7.455978
31,0,0.017052,5.501646,0.090222,0.001430,5.552446,9.131388,8.699428,31.062315,0.198551,4.634729,0.002031,7.195093,7.922748
32,0,0.013493,4.897505,0.047811,0.001252,4.936130,11.178603,9.149591,30.497464,0.153674,3.783851,0.002676,4.956178,8.742035
33,0,0.017098,4.026652,0.053651,0.001271,4.070530,9.540481,7.478698,30.972974,0.166115,2.693408,0.002140,9.544536,9.846668
34,0,0.015616,5.260952,0.054509,0.001420,5.306873,11.978810,8.948314,31.705649,0.271225,4.031712,0.001980,5.128823,9.341764
35,0,0.014774,5.279868,0.042578,0.001179,5.318577,9.659411,11.049198,31.241078,0.199625,4.137139,0.002478,4.845101,9.046449
36,0,0.022274,4.782369,0.045321,0.001021,4.823834,14.396493,16.014871,45.980737,0.229150,3.847968,0.001963,9.686999,10.561640
37,0,0.019432,4.952507,0.040222,0.001003,4.989740,9.899687,12.082880,31.759240,0.152173,3.955856,0.023204,4.524643,8.310395
38,0,0.015091,5.209240,0.039862,0.001204,5.248349,10.197688,6.588545,30.501466,0.222456,4.139882,0.002236,7.313656,9.459285
39,0,0.022643,3.829410,0.038592,0.001010,3.865677,14.245748,4.723346,30.368170,0.180187,2.273179,0.001737,7.263317,7.470649
40,0,0.009209,4.203140,0.055598,0.000741,4.248727,9.989901,11.091403,31.827771,0.154725,3.105527,0.001827,5.790878,9.019669
41,0,0.017913,4.102950,0.057484,0.001376,4.157356,16.108880,0.989186,30.471313,0.170486,3.071429,0.002322,8.892917,9.462237
42,0,0.008160,5.227383,0.047055,0.001139,5.261073,9.249399,11.946189,31.519448,0.178404,4.052200,0.002733,4.627795,8.826334
43,0,0.020387,5.190265,0.065605,0.001560,5.233826,15.514378,3.620203,30.891971,0.197983,4.098067,0.002375,6.162218,7.836396
44,0,0.009605,4.756482,0.049383,0.001314,4.798434,9.645879,11.627312,31.257911,0.201546,3.813046,0.002721,4.904583,8.490880
45,0,0.017492,4.658154,0.036838,0.001123,4.695001,10.065287,8.153725,29.962837,0.166269,3.651110,0.002430,6.320919,10.000163
46,0,0.017224,4.673914,0.044618,0.001200,4.711236,10.145580,9.738962,31.240008,0.153466,3.713190,0.002422,6.345628,9.421483
47,0,0.018362,4.649236,0.054362,0.001846,4.699071,20.805861,11.642665,46.336864,0.250640,2.867806,0.002686,8.806378,10.001923
48,0,0.020553,4.580066,0.043299,0.001070,4.615534,16.732444,0.884803,30.848151,0.170803,3.398258,0.001635,8.283619,8.612305
49,0,0.011006,4.830834,0.050808,0.000962,4.878302,18.742274,15.589289,47.248306,0.190343,3.856849,0.002408,7.647381,8.754105
50,0,0.015756,5.370540,0.077889,0.001869,5.425171,13.431223,4.670962,30.516600,0.234561,4.463934,0.002409,6.359432,10.845451
51,0,0.011461,5.552240,0.069291,0.002243,5.604290,10.145838,10.050424,31.683328,0.233518,4.586913,0.002424,5.491794,9.927039
52,0,0.017826,4.923676,0.041338,0.001184,4.959162,19.242102,8.893824,45.568152,0.198787,4.106810,0.002888,11.970266,15.798018
53,0,0.024506,5.721052,0.100327,0.002164,5.792378,12.688999,4.812766,32.528141,0.180513,3.918892,0.002705,8.148167,12.164967
54,0,0.017320,5.602738,0.098673,0.001852,5.654622,10.009610,8.690675,31.150049,0.229930,4.079463,0.002518,6.365034,9.798572
55,0,0.023591,4.856336,0.093036,0.001199,4.949783,11.196948,4.199520,30.862424,0.249199,3.773945,0.001978,9.309153,10.654405
56,0,0.016068,5.376029,0.057832,0.001472,5.423747,18.617159,16.011180,47.297024,0.164041,4.466528,0.002666,6.845230,11.259841
57,0,0.018300,4.341289,0.045714,0.001024,4.373034,10.858305,10.845027,30.959372,0.169237,3.060187,0.002256,4.564725,7.672911
58,0,0.013221,5.176272,0.044446,0.002412,5.211128,10.498492,10.117681,30.837801,0.296457,3.942437,0.001893,4.714420,8.756916
59,0,0.018714,4.605660,0.037499,0.001282,4.635734,13.796827,5.075748,30.409199,0.149755,3.493455,0.002253,6.663220,7.653742
60,0,0.013889,5.371982,0.058142,0.001846,5.420940,11.124648,7.081994,30.967631,0.195173,4.409279,0.002089,6.861337,8.777928
61,0,0.012703,4.582723,0.060833,0.001713,4.635981,16.278220,2.009990,31.136243,0.198672,3.331295,0.003370,7.896726,8.979805
62,0,0.013778,5.103086,0.046037,0.001420,5.146475,19.778311,9.992747,47.320256,0.144857,4.105492,0.001754,11.389785,13.103304
