metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,13.012125,0.018173,0.006395,0.880893
ants_advance,716,6420.453887,8.967114,7.089476,16.816808
evaporation,716,74.512164,0.104067,0.064127,0.289488
update,716,1.521837,0.002125,0.001381,0.020070
advance_total,716,6490.479901,9.064916,7.150726,16.895175
render,716,20645.785890,28.834896,10.563328,68.300148
blit,716,6168.583634,8.615340,0.420594,16.758883
iteration_total,716,38120.390535,53.240769,29.809523,93.942016
mpi_halo_exchange,716,223.959857,0.312793,0.231476,1.199615
mpi_migration,716,791.047360,1.104815,0.044261,6.027654
mpi_food_allreduce,716,1.669522,0.002332,0.001076,0.028791
mpi_render_comm,716,4508.750659,6.297138,5.100756,11.652302
mpi_total_comm,716,5427.412879,7.580186,5.737766,14.608446

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,10
first_food_iteration,706
