metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,14.174579,0.019797,0.006673,1.027504
ants_advance,716,1654.889628,2.311298,1.524758,3.261011
evaporation,716,35.887657,0.050122,0.025560,0.227912
update,716,1.058241,0.001478,0.000504,0.027487
advance_total,716,1684.544852,2.352716,1.549496,3.300136
render,716,23549.800591,32.890783,6.152777,111.553393
blit,716,6364.611815,8.889123,0.492860,16.816586
iteration_total,716,36939.786304,51.591880,29.336823,126.082312
mpi_halo_exchange,716,166.602037,0.232684,0.133339,1.255367
mpi_migration,716,1202.187222,1.679032,0.765808,2.666526
mpi_food_allreduce,716,1.692822,0.002364,0.001168,0.035487
mpi_render_comm,716,5094.375101,7.115049,4.376369,12.463733
mpi_total_comm,716,5764.057783,8.050360,4.937688,12.751229

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,4
first_food_iteration,706
