metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,12.788247,0.017861,0.007728,1.324755
ants_advance,716,3063.144703,4.278135,2.611356,5.772852
evaporation,716,34.640010,0.048380,0.025884,0.119780
update,716,0.971017,0.001356,0.000555,0.014265
advance_total,716,3092.383841,4.318972,2.643218,5.811166
render,716,24035.391275,33.568982,8.941204,119.497342
blit,716,6159.008296,8.601967,0.588050,16.938950
iteration_total,716,38021.669347,53.102890,28.853164,139.615354
mpi_halo_exchange,716,124.430746,0.173786,0.118492,1.402067
mpi_migration,716,2213.775453,3.091865,1.092985,4.634729
mpi_food_allreduce,716,1.697954,0.002371,0.001261,0.025802
mpi_render_comm,716,4480.128983,6.257163,4.193276,12.006916
mpi_total_comm,716,5971.592994,8.340214,4.780429,15.798018

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,10
first_food_iteration,706
