metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,18.178688,0.025389,0.007179,1.530009
ants_advance,716,6485.313943,9.057701,5.569520,17.545997
evaporation,716,52.398914,0.073183,0.033564,0.350096
update,716,1.461032,0.002041,0.000616,0.033294
advance_total,716,6524.249910,9.112081,5.606870,17.618176
render,716,29589.519674,41.326145,15.791835,103.206921
blit,716,5943.545061,8.301041,0.505089,16.940908
iteration_total,716,48816.817249,68.179912,44.840211,139.076924
mpi_halo_exchange,716,161.905051,0.226124,0.138825,1.713210
mpi_migration,716,4293.877397,5.997035,2.407395,15.502960
mpi_food_allreduce,716,2.110631,0.002948,0.001405,0.073795
mpi_render_comm,716,6412.546789,8.956071,6.380600,14.132849
mpi_total_comm,716,8847.220634,12.356453,7.429184,22.559255

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,20
first_food_iteration,706
