metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,897.644111,0.349006,0.223519,1.409853
evaporation,2572,207.266435,0.080586,0.044777,0.481002
update,2572,7.387020,0.002872,0.001741,0.061272
advance_total,2572,1095.963620,0.426113,0.270731,1.571531
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1213.246159,0.471713,0.303288,1.709651
mpi_halo_exchange,2572,37.699485,0.014658,0.007236,0.159629
mpi_migration,2572,352.543640,0.137070,0.010112,1.046782
mpi_food_allreduce,2572,50.094560,0.019477,0.000499,0.431413
mpi_render_comm,2572,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,2572,430.373009,0.167330,0.021226,1.354632

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
