metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,16.746307,0.023389,0.006663,1.578000
ants_advance,716,8043.001258,11.233242,6.816493,24.320126
evaporation,716,56.971628,0.079569,0.036400,0.229898
update,716,1.417688,0.001980,0.000843,0.054203
advance_total,716,8088.125308,11.296264,6.862919,24.426615
render,716,24545.110521,34.280881,14.310993,95.225299
blit,716,6573.288583,9.180571,0.515510,16.865465
iteration_total,716,45145.505366,63.052382,32.301406,125.255272
mpi_halo_exchange,716,182.515675,0.254910,0.156570,1.760536
mpi_migration,716,3277.357829,4.577315,0.376428,17.251447
mpi_food_allreduce,716,1.986467,0.002774,0.001460,0.082942
mpi_render_comm,716,5631.114043,7.864684,5.956267,16.076354
mpi_total_comm,716,8457.871241,11.812669,6.629251,33.523492

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,20
first_food_iteration,706
