metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,8378.501518,9.742444,4.544912,18.671214
evaporation,860,5516.455386,6.414483,0.734433,16.612302
update,860,8.097168,0.009415,0.001724,0.580501
advance_total,860,11485.279627,13.354976,4.577883,27.081213
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,15525.312266,18.052689,7.346811,45.852571
mpi_halo_exchange,860,141.389332,0.164406,0.020848,10.933299
mpi_migration,860,7999.069977,9.301244,3.148833,21.494344
mpi_food_allreduce,860,5545.193622,6.447900,0.014602,18.077579
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,11866.366455,13.798101,3.446422,31.664620

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
