metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,1751.515219,2.036646,1.436036,11.494946
evaporation,860,90.412222,0.105130,0.030449,6.570193
update,860,3.650027,0.004244,0.002444,0.040775
advance_total,860,1814.956965,2.110415,1.472159,12.971679
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,1955.717506,2.274090,1.519714,25.700208
mpi_halo_exchange,860,30.249682,0.035174,0.012822,7.781794
mpi_migration,860,663.668786,0.771708,0.070894,14.098537
mpi_food_allreduce,860,60.536683,0.070391,0.001329,9.267453
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,728.727110,0.847357,0.105000,20.153560

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
